Annual_Death_Rate,Probability_of_Death,Number_of_Deaths,Life_Expectancy,ID,Female_Deaths,Male_Deaths,Total_Deaths,Year,Age,Female_population,Male_population,Total_population
0.09,0.09,89,55,2014_24,1068.04,3149.26,4217.3,2014,24,2245928.29,2336780.27,4582708.56
0.094,0.094,93,54,2014_25,1142.04,3112.26,4254.3,2014,25,2178436.12,2260219.08,4438655.2
0.099,0.098,97,53,2014_26,1240.05,3100.26,4340.31,2014,26,2138480.8,2212158.31,4350639.11
0.097,0.097,96,53,2014_27,1198.05,3034.25,4232.3,2014,27,2129121.37,2196348.75,4325470.12
0.10300000000000001,0.10300000000000001,101,52,2014_28,1316.06,3163.26,4479.32,2014,28,2149110.19,2205775.04,4354885.23
0.106,0.106,104,51,2014_29,1412.06,3208.26,4620.32,2014,29,2133342.82,2172974.52,4306317.34
0.106,0.106,104,50,2014_30,1365.06,3158.26,4523.32,2014,30,2124079.56,2149427.49,4273507.05
0.11499999999999999,0.11399999999999999,112,49,2014_31,1520.06,3420.28,4940.34,2014,31,2145858.98,2162428.51,4308287.49
0.117,0.117,114,48,2014_32,1653.07,3374.28,5027.35,2014,32,2138620.27,2147411.25,4286031.52
0.121,0.121,118,47,2014_33,1778.07,3438.28,5216.35,2014,33,2146543.76,2159916.16,4306459.92
0.13,0.13,127,46,2014_34,1854.08,3693.31,5547.39,2014,34,2102186.99,2113519.77,4215706.76
0.136,0.136,132,45,2014_35,2030.08,3593.3,5623.38,2014,35,2021130.06,2020024.85,4041154.91
0.14100000000000001,0.14100000000000001,137,44,2014_36,1978.08,3660.3,5638.38,2014,36,1995554.71,1986048.36,3981603.07
0.147,0.147,143,43,2014_37,2190.09,3649.3,5839.39,2014,37,1959456.7,1944604.02,3904060.72
0.151,0.151,147,42,2014_38,2242.09,3640.3,5882.39,2014,38,1958929.15,1947617.38,3906546.53
0.16199999999999998,0.16199999999999998,157,41,2014_39,2387.1,3961.33,6348.43,2014,39,1961144.88,1945042.85,3906187.73
0.17099999999999999,0.17099999999999999,166,40,2014_40,2530.1,4093.34,6623.44,2014,40,1952620.95,1922380.72,3875001.67
0.192,0.191,185,39,2014_41,2933.12,4618.38,7551.5,2014,41,2014512.74,1979965.28,3994478.02
0.202,0.202,195,38,2014_42,3303.13,4941.41,8244.54,2014,42,2118345.31,2083913.42,4202258.73
0.213,0.213,205,38,2014_43,3665.15,5575.46,9240.61,2014,43,2188500.37,2160579.5,4349079.87
0.233,0.233,223,37,2014_44,4046.17,5959.5,10005.67,2014,44,2143630.24,2120672.78,4264303.02
0.252,0.252,241,36,2014_45,4180.17,6377.53,10557.7,2014,45,2068281.05,2039868.76,4108149.81
0.27999999999999997,0.27999999999999997,267,35,2014_46,4506.19,6861.56,11367.75,2014,46,2052757.78,2016151.7,4068909.48
0.307,0.306,292,34,2014_47,4925.2,7634.64,12559.84,2014,47,2076847.22,2034831.08,4111678.3
0.34099999999999997,0.33999999999999997,323,33,2014_48,5642.23,8591.71,14233.94,2014,48,2160844.5,2116086.98,4276931.48
0.374,0.373,353,32,2014_49,6486.26,9826.82,16313.08,2014,49,2251457.06,2193793.81,4445250.87
0.41000000000000003,0.409,386,31,2014_50,7213.29,11063.92,18277.21,2014,50,2279007.58,2207316.36,4486323.94
0.45599999999999996,0.455,427,30,2014_51,8156.33,12271.01,20427.34,2014,51,2280307.15,2201160.01,4481467.16
0.49,0.48900000000000005,457,29,2014_52,8699.35,13243.1,21942.45,2014,52,2296824.75,2209111.18,4505935.93
0.536,0.534,497,29,2014_53,9588.39,14764.22,24352.61,2014,53,2322188.73,2232513.99,4554702.72
0.5760000000000001,0.575,532,28,2014_54,10155.41,15766.3,25921.71,2014,54,2296556.17,2202884.09,4499440.26
0.63,0.628,578,27,2014_55,11028.45,17015.41,28043.86,2014,55,2258496.92,2152573.66,4411070.58
0.6839999999999999,0.681,623,26,2014_56,11703.48,18235.51,29938.99,2014,56,2245802.8,2128858.98,4374661.78
0.739,0.736,669,25,2014_57,12421.51,19499.62,31921.13,2014,57,2200635.48,2072867.97,4273503.45
0.783,0.7799999999999999,703,24,2014_58,12711.52,20203.67,32915.19,2014,58,2156868.09,2022156.26,4179024.35
0.835,0.832,744,24,2014_59,13314.54,21036.74,34351.28,2014,59,2111528.52,1966059.23,4077587.75
0.901,0.897,796,23,2014_60,13945.57,21918.82,35864.39,2014,60,2036519.15,1881638.47,3918157.62
0.98,0.975,857,22,2014_61,14497.59,22943.9,37441.49,2014,61,1962475.52,1806689.05,3769164.57
1.045,1.04,905,21,2014_62,15102.62,23314.93,38417.55,2014,62,1899921.1,1739373.45,3639294.55
1.106,1.0999999999999999,947,20,2014_63,15636.64,23943.98,39580.62,2014,63,1853114.8,1688879.02,3541993.82
1.164,1.158,986,20,2014_64,16250.67,24097.0,40347.67,2014,64,1806604.13,1642528.36,3449132.49
1.252,1.244,1048,19,2014_65,17252.7,25247.09,42499.79,2014,65,1772622.46,1607274.12,3379896.58
1.363,1.354,1126,18,2014_66,18772.77,26740.22,45512.99,2014,66,1801686.91,1632274.69,3433961.6
1.46,1.4489999999999998,1189,17,2014_67,20821.85,28741.38,49563.23,2014,67,1602408.84,1441837.52,3044246.36
1.592,1.5789999999999997,1277,17,2014_68,17647.72,24310.01,41957.73,2014,68,1360556.03,1208950.25,2569506.28
1.709,1.694,1348,16,2014_69,18550.76,24781.06,43331.82,2014,69,1339478.06,1178362.39,2517840.45
1.913,1.8950000000000002,1482,15,2014_70,20456.84,26684.21,47141.05,2014,70,1342043.0,1170526.47,2512569.47
2.091,2.069,1588,15,2014_71,22737.92,29111.41,51849.33,2014,71,1275589.82,1101488.34,2377078.16
2.281,2.2560000000000002,1695,14,2014_72,21996.89,27956.32,49953.21,2014,72,1145397.35,973402.28,2118799.63
2.455,2.4250000000000003,1781,13,2014_73,22031.9,27465.31,49497.21,2014,73,1070661.24,897175.69,1967836.93
2.673,2.638,1891,12,2014_74,22630.93,27645.25,50276.18,2014,74,1012026.8,842790.57,1854817.37
2.9579999999999997,2.915,2034,12,2014_75,24007.98,28655.37,52663.35,2014,75,964530.23,793821.16,1758351.39
3.243,3.1910000000000003,2162,11,2014_76,25277.03,29308.43,54585.46,2014,76,913400.93,737223.5,1650624.43
3.5610000000000004,3.4979999999999998,2295,11,2014_77,26047.06,29662.46,55709.52,2014,77,862547.37,683342.9,1545890.27
3.923,3.848,2436,10,2014_78,27745.13,30445.52,58190.65,2014,78,831907.44,644624.74,1476532.18
4.346,4.2540000000000004,2589,9,2014_79,29747.22,31219.59,60966.81,2014,79,778126.58,589880.98,1368007.56
4.821000000000001,4.707,2743,9,2014_80,30448.25,31128.58,61576.83,2014,80,729913.38,540686.91,1270600.29
5.35,5.210999999999999,2894,8,2014_81,32763.33,32504.69,65268.02,2014,81,707478.35,509803.88,1217282.23
6.075,5.896,3104,8,2014_82,34976.43,33619.78,68596.21,2014,82,643914.83,463737.27,1107652.1
6.8260000000000005,6.601,3270,7,2014_83,37069.51,34548.87,71618.38,2014,83,625636.55,435094.53,1060731.08
7.765,7.474,3458,7,2014_84,40007.63,35371.93,75379.56,2014,84,574765.4,380493.39,955258.79
8.506,8.158999999999999,3493,6,2014_85,40842.67,34322.84,75165.51,2014,85,542563.07,344103.42,886666.49
9.549000000000001,9.114,3583,6,2014_86,42888.76,34599.87,77488.63,2014,86,506605.26,306350.3,812955.56
10.739,10.192,3642,5,2014_87,44473.81,33574.78,78048.59,2014,87,456715.3,262007.31,718722.61
11.924999999999999,11.254,3611,5,2014_88,44111.3,31964.65,76075.95,2014,88,411850.91,222052.17,633903.08
13.372,12.534,3569,4,2014_89,44626.32,30137.5,74763.82,2014,89,370634.42,189360.32,559994.74
15.084,14.026,3494,4,2014_90,44344.81,27641.29,71986.1,2014,90,314443.26,153242.01,467685.27
16.858999999999998,15.548,3330,4,2014_91,41920.71,24628.04,66548.75,2014,91,267735.91,122612.16,390348.07
18.867,17.24,3118,3,2014_92,39891.62,21969.82,61861.44,2014,92,229916.77,99048.94,328965.71
20.794,18.836,2819,3,2014_93,35787.46,18715.55,54503.01,2014,93,181419.35,72205.7,253625.05
23.522000000000002,21.047,2557,3,2014_94,31045.77,14441.19,45486.96,2014,94,133098.65,49221.52,182320.17
25.195,22.375999999999998,2146,3,2014_95,24832.51,10652.88,35485.39,2014,95,106401.17,35979.35,142380.52
27.659,24.299,1809,2,2014_96,21542.88,8459.7,30002.58,2014,96,78163.76,24383.25,102547.01
30.269000000000002,26.290000000000003,1482,2,2014_97,16788.68,6071.5,22860.18,2014,97,56085.72,15703.01,71788.73
33.015,28.337,1177,2,2014_98,13133.54,4254.36,17387.9,2014,98,40062.05,10415.23,50477.28
35.885,30.426,906,2,2014_99,9872.4,2783.23,12655.63,2014,99,28434.01,6430.63,34864.64
38.865,32.541,674,2,2014_100,7291.3,1859.15,9150.45,2014,100,18916.74,3910.11,22826.85
41.937000000000005,34.666999999999994,484,2,2014_101,5154.21,1135.09,6289.3,2014,101,12315.08,2243.82,14558.9
45.078,36.787,336,2,2014_102,3473.14,713.06,4186.2,2014,102,7415.45,1205.8,8621.25
48.266999999999996,38.883,224,1,2014_103,2185.09,388.04,2573.13,2014,103,4423.93,720.44,5144.37
51.477,40.94,144,1,2014_104,1373.06,227.02,1600.08,2014,104,2619.76,347.45,2967.21
54.68300000000001,42.942,89,1,2014_105,863.04,134.02,997.06,2014,105,1486.11,190.0,1676.11
57.858,44.876,53,1,2014_106,436.02,52.0,488.02,2014,106,792.59,87.58,880.17
60.977000000000004,46.73,31,1,2014_107,270.01,33.0,303.01,2014,107,423.86,43.56,467.42
64.01599999999999,48.494,17,1,2014_108,165.0,5.0,170.0,2014,108,234.69,17.02,251.71
66.953,50.161,9,1,2014_109,76.0,8.0,84.0,2014,109,86.93,9.21,96.14
69.769,100.0,9,1,2014_110,64.0,8.0,72.0,2014,110,120.95,22.1,143.05
0.5890000000000001,0.586,586,78,2015_0,10447.33,13008.9,23456.23,2015,0,1938414.48,2031183.98,3969598.46
0.04,0.04,40,78,2015_1,678.02,916.06,1594.08,2015,1,1935269.92,2026456.82,3961726.74
0.025,0.025,25,77,2015_2,442.02,562.04,1004.06,2015,2,1937577.4,2026276.59,3963853.99
0.02,0.02,19,76,2015_3,316.02,462.04,778.06,2015,3,1950631.92,2041389.32,3992021.24
0.015,0.015,15,75,2015_4,248.0,341.02,589.02,2015,4,1963389.79,2051228.65,4014618.44
0.013999999999999999,0.013999999999999999,13,74,2015_5,222.0,321.02,543.02,2015,5,1965841.79,2047982.52,4013824.31
0.013,0.013,13,73,2015_6,233.0,283.02,516.02,2015,6,1997270.88,2080654.16,4077925.04
0.011000000000000001,0.011000000000000001,11,72,2015_7,207.0,241.02,448.02,2015,7,2031938.91,2119881.55,4151820.46
0.011000000000000001,0.011000000000000001,11,71,2015_8,195.0,269.02,464.02,2015,8,2026906.39,2117278.88,4144185.27
0.01,0.01,10,70,2015_9,168.0,263.02,431.02,2015,9,2016054.88,2104685.97,4120740.85
0.011000000000000001,0.011000000000000001,11,69,2015_10,167.0,274.02,441.02,2015,10,2016811.09,2101877.35,4118688.44
0.011000000000000001,0.011000000000000001,11,68,2015_11,198.0,266.02,464.02,2015,11,2012558.18,2095021.88,4107580.06
0.013,0.013,13,67,2015_12,225.0,293.02,518.02,2015,12,2001164.87,2082601.95,4083766.82
0.017,0.017,17,66,2015_13,292.01,394.03,686.04,2015,13,2020891.52,2104825.5,4125717.02
0.022000000000000002,0.022000000000000002,21,65,2015_14,352.02,549.04,901.06,2015,14,2058584.1,2149769.04,4208353.14
0.026,0.026,26,64,2015_15,368.02,724.05,1092.07,2015,15,2056210.5,2150759.36,4206969.86
0.034999999999999996,0.034999999999999996,35,63,2015_16,485.02,988.06,1473.08,2015,16,2040695.28,2134553.93,4175249.21
0.047,0.047,47,62,2015_17,569.02,1408.1,1977.12,2015,17,2046830.25,2140081.77,4186912.02
0.061,0.061,61,61,2015_18,743.02,1841.13,2584.15,2015,18,2059830.76,2157794.82,4217625.58
0.07200000000000001,0.07200000000000001,71,60,2015_19,833.02,2226.15,3059.17,2015,19,2089171.56,2199429.74,4288601.3
0.077,0.077,77,59,2015_20,866.03,2499.18,3365.21,2015,20,2131848.21,2251233.58,4383081.79
0.087,0.087,86,58,2015_21,993.04,2853.2,3846.24,2015,21,2167782.4,2296241.46,4464023.86
0.092,0.092,91,57,2015_22,1022.04,3133.22,4155.26,2015,22,2216285.59,2346552.39,4562837.98
0.094,0.093,92,56,2015_23,1086.04,3250.23,4336.27,2015,23,2277459.41,2392368.83,4669828.24
0.098,0.098,96,55,2015_24,1183.04,3424.24,4607.28,2015,24,2306538.6,2404157.14,4710695.74
0.101,0.101,100,54,2015_25,1285.04,3470.24,4755.28,2015,25,2263725.89,2351233.62,4614959.51
0.1,0.1,98,53,2015_26,1258.04,3295.23,4553.27,2015,26,2195702.91,2274195.08,4469897.99
0.107,0.107,105,52,2015_27,1328.04,3415.24,4743.28,2015,27,2155239.0,2225780.19,4381019.19
0.109,0.109,107,51,2015_28,1387.04,3364.23,4751.27,2015,28,2144471.54,2209258.47,4353730.01
0.116,0.116,114,51,2015_29,1466.04,3629.25,5095.29,2015,29,2163081.46,2217885.35,4380966.81
0.117,0.117,114,50,2015_30,1602.05,3506.24,5108.29,2015,30,2146435.82,2184109.11,4330544.93
0.121,0.121,119,49,2015_31,1639.06,3575.25,5214.31,2015,31,2135247.06,2159518.63,4294765.69
0.129,0.129,126,48,2015_32,1847.06,3739.26,5586.32,2015,32,2155312.04,2171403.55,4326715.59
0.133,0.133,130,47,2015_33,1928.06,3833.26,5761.32,2015,33,2147189.3,2154971.49,4302160.79
0.13799999999999998,0.13799999999999998,134,46,2015_34,1995.06,3955.27,5950.33,2015,34,2154364.05,2166218.83,4320582.88
0.14200000000000002,0.14200000000000002,138,45,2015_35,2063.06,4028.28,6091.34,2015,35,2108781.75,2118582.78,4227364.53
0.149,0.149,145,44,2015_36,2245.07,3944.27,6189.34,2015,36,2026845.42,2023901.78,4050747.2
0.155,0.155,151,43,2015_37,2206.08,4018.28,6224.36,2015,37,2000668.87,1989218.32,3989887.19
0.16199999999999998,0.16199999999999998,157,42,2015_38,2387.08,4059.29,6446.37,2015,38,1964106.09,1947097.24,3911203.33
0.166,0.166,161,41,2015_39,2325.08,4140.29,6465.37,2015,39,1962859.73,1949605.14,3912464.87
0.17500000000000002,0.17500000000000002,169,40,2015_40,2603.08,4286.29,6889.37,2015,40,1964017.93,1946142.52,3910160.45
0.191,0.191,184,39,2015_41,2837.09,4546.32,7383.41,2015,41,1954844.09,1922623.85,3877467.94
0.20600000000000002,0.20600000000000002,198,38,2015_42,3181.1,4935.34,8116.44,2015,42,2015994.15,1979415.68,3995409.83
0.218,0.218,209,37,2015_43,3487.11,5398.37,8885.48,2015,43,2118761.43,2082309.35,4201070.78
0.24,0.24,230,37,2015_44,4084.13,6316.44,10400.57,2015,44,2188299.63,2157937.38,4346237.01
0.257,0.257,245,36,2015_45,4389.14,6638.46,11027.6,2015,45,2142705.59,2116741.07,4259446.66
0.28200000000000003,0.281,268,35,2015_46,4659.15,7139.5,11798.65,2015,46,2066766.41,2035072.48,4101838.89
0.304,0.303,288,34,2015_47,4889.16,7404.52,12293.68,2015,47,2050709.06,2010930.27,4061639.33
0.336,0.336,318,33,2015_48,5534.17,8201.56,13735.73,2015,48,2073934.55,2028453.11,4102387.66
0.373,0.372,351,32,2015_49,6102.19,9428.65,15530.84,2015,49,2157070.64,2108330.38,4265401.02
0.41000000000000003,0.409,385,31,2015_50,7052.22,10767.75,17819.97,2015,50,2246462.93,2184305.23,4430768.16
0.451,0.449,421,30,2015_51,7850.25,12171.84,20022.09,2015,51,2273040.95,2196284.13,4469325.08
0.492,0.49100000000000005,458,29,2015_52,8738.28,13212.91,21951.19,2015,52,2273624.56,2189235.25,4462859.81
0.538,0.5369999999999999,498,29,2015_53,9477.31,14520.0,23997.31,2015,53,2289506.29,2195823.48,4485329.77
0.582,0.581,537,28,2015_54,10261.33,16076.12,26337.45,2015,54,2314225.55,2217629.71,4531855.26
0.627,0.625,574,27,2015_55,10919.35,17132.18,28051.53,2015,55,2287850.27,2186814.39,4474664.66
0.6799999999999999,0.677,618,26,2015_56,11839.38,18221.26,30060.64,2015,56,2248986.95,2135261.61,4384248.56
0.742,0.739,670,25,2015_57,12588.4,19681.36,32269.76,2015,57,2235605.54,2110464.22,4346069.76
0.792,0.7889999999999999,710,24,2015_58,13354.43,20622.43,33976.86,2015,58,2189896.68,2053569.57,4243466.25
0.844,0.8410000000000001,751,24,2015_59,13713.44,21519.49,35232.93,2015,59,2145850.25,2001995.49,4147845.74
0.8999999999999999,0.8959999999999999,793,23,2015_60,14199.46,22516.56,36716.02,2015,60,2099941.1,1945066.75,4045007.85
0.9690000000000001,0.9650000000000001,846,22,2015_61,14916.48,23335.61,38252.09,2015,61,2024357.53,1859794.93,3884152.46
1.048,1.043,906,21,2015_62,15651.5,24050.66,39702.16,2015,62,1949870.16,1784310.62,3734180.78
1.141,1.135,976,20,2015_63,16205.52,25318.75,41524.27,2015,63,1886617.46,1716297.51,3602914.97
1.187,1.18,1003,20,2015_64,16775.54,25243.74,42019.28,2015,64,1839034.75,1665359.25,3504394.0
1.269,1.261,1060,19,2015_65,17506.56,25978.8,43485.36,2015,65,1791269.0,1618464.9,3409733.9
1.362,1.353,1122,18,2015_66,18686.6,26989.87,45676.47,2015,66,1755966.97,1582136.62,3338103.59
1.473,1.462,1196,17,2015_67,20235.65,28286.95,48522.6,2015,67,1783148.39,1604864.05,3388012.44
1.576,1.5630000000000002,1260,17,2015_68,22190.71,30540.12,52730.83,2015,68,1584574.01,1415682.09,3000256.1
1.738,1.7229999999999999,1367,16,2015_69,19239.62,25846.78,45086.4,2015,69,1343902.12,1185041.46,2528943.58
1.8800000000000001,1.862,1452,15,2015_70,20339.65,26496.84,46836.49,2015,70,1321174.58,1153026.86,2474201.44
2.101,2.0789999999999997,1591,14,2015_71,22046.7,28758.99,50805.69,2015,71,1321977.53,1143410.69,2465388.22
2.2950000000000004,2.2689999999999997,1701,14,2015_72,24825.79,30918.14,55743.93,2015,72,1254697.34,1073687.26,2328384.6
2.496,2.465,1805,13,2015_73,23848.77,29567.05,53415.82,2015,73,1124591.38,946544.92,2071136.3
2.681,2.645,1890,12,2015_74,23746.77,28978.0,52724.77,2015,74,1049048.15,870171.44,1919219.59
2.9749999999999996,2.931,2039,12,2015_75,24913.8,29519.04,54432.84,2015,75,989445.43,815025.4,1804470.83
3.2460000000000004,3.1940000000000004,2156,11,2015_76,25862.83,30203.09,56065.92,2015,76,940701.5,765226.32,1705927.82
3.601,3.5380000000000003,2312,10,2015_77,27542.88,31082.15,58625.03,2015,77,888280.01,708108.85,1596388.86
3.9280000000000004,3.852,2428,10,2015_78,28172.9,31044.15,59217.05,2015,78,836202.8,653563.24,1489766.04
4.361000000000001,4.268000000000001,2587,9,2015_79,30211.97,31883.21,62095.18,2015,79,803671.61,613641.24,1417312.85
4.873,4.757,2760,9,2015_80,32182.03,33131.29,65313.32,2015,80,748639.2,558484.7,1307123.9
5.3740000000000006,5.234,2893,8,2015_81,32260.03,33000.78,65260.81,2015,81,699149.36,508836.49,1207985.85
5.99,5.816000000000001,3046,8,2015_82,35308.13,33751.84,69059.97,2015,82,674140.06,476449.9,1150589.96
6.81,6.586,3249,7,2015_83,37483.21,34642.4,72125.61,2015,83,608420.93,429754.64,1038175.57
7.733,7.445,3431,7,2015_84,39803.28,35606.46,75409.74,2015,84,586554.39,399459.63,986014.02
8.671,8.311,3545,6,2015_85,42056.35,35507.46,77563.81,2015,85,534702.7,346236.33,880939.03
9.634,9.191,3594,6,2015_86,43035.38,34678.4,77713.78,2015,86,500598.56,309549.75,810148.31
10.946,10.378,3685,5,2015_87,45250.45,34905.41,80155.86,2015,87,462604.33,272009.18,734613.51
12.200999999999999,11.498999999999999,3660,5,2015_88,45913.48,33148.3,79061.78,2015,88,412810.78,229261.07,642071.85
13.594000000000001,12.729,3585,4,2015_89,45560.46,30705.12,76265.58,2015,89,367045.52,190888.62,557934.14
15.431000000000001,14.326,3521,4,2015_90,45983.48,28697.98,74681.46,2015,90,325659.17,160468.48,486127.65
17.168,15.811,3330,4,2015_91,43777.41,25870.79,69648.2,2015,91,271584.46,127049.12,398633.58
19.134999999999998,17.464,3096,3,2015_92,40507.3,22538.56,63045.86,2015,92,227232.26,99405.21,326637.47
21.441,19.365,2834,3,2015_93,37832.22,19605.36,57437.58,2015,93,191353.06,78319.35,269672.41
23.403,20.951,2472,3,2015_94,33036.06,15975.11,49011.17,2015,94,147598.39,55733.96,203332.35
25.845000000000002,22.888,2135,3,2015_95,28013.9,12317.85,40331.75,2015,95,106099.59,37057.52,143157.11
28.402,24.87,1789,2,2015_96,21972.71,8718.61,30691.32,2015,96,82689.05,26325.59,109014.64
31.108000000000004,26.921,1455,2,2015_97,18138.58,6572.46,24711.04,2015,97,59343.63,17063.89,76407.52
33.953,29.025000000000002,1146,2,2015_98,14027.45,4476.31,18503.76,2015,98,41162.08,10740.88,51902.96
36.923,31.169000000000004,874,2,2015_99,10312.33,3070.22,13382.55,2015,99,28691.81,6905.09,35596.9
40.001,33.334,643,2,2015_100,7671.24,2057.15,9728.39,2015,100,19731.66,4157.72,23889.38
43.167,35.504000000000005,457,2,2015_101,5533.18,1279.09,6812.27,2015,101,12866.18,2388.99,15255.17
46.396,37.66,312,1,2015_102,3711.12,708.05,4419.17,2015,102,7980.21,1360.75,9340.96
49.664,39.784000000000006,206,1,2015_103,2275.07,430.03,2705.1,2015,103,4628.34,679.75,5308.09
52.942,41.861,130,1,2015_104,1424.04,233.02,1657.06,2015,104,2711.86,403.41,3115.27
56.203,43.874,79,1,2015_105,890.03,110.01,1000.04,2015,105,1524.85,187.43,1712.28
59.419,45.809,47,1,2015_106,510.02,61.01,571.03,2015,106,835.94,92.99,928.93
62.563,47.656,26,1,2015_107,280.0,33.01,313.01,2015,107,445.57,47.58,493.15
65.61200000000001,49.403999999999996,14,1,2015_108,142.0,13.0,155.0,2015,108,227.86,26.76,254.62
68.54299999999999,51.048,7,1,2015_109,70.0,9.0,79.0,2015,109,100.69,10.34,111.03
71.34,100.0,7,1,2015_110,84.0,6.0,90.0,2015,110,120.88,19.79,140.67
0.586,0.583,583,78,2016_0,10294.31,12867.89,23162.2,2016,0,1941793.37,2031884.03,3973677.4
0.039,0.039,39,78,2016_1,694.02,873.06,1567.08,2016,1,1948076.14,2040671.63,3988747.77
0.026,0.026,26,77,2016_2,474.02,573.04,1047.06,2016,2,1944374.7,2035824.03,3980198.73
0.02,0.02,20,76,2016_3,323.01,468.04,791.05,2016,3,1945925.61,2034717.32,3980642.93
0.016,0.016,16,75,2016_4,298.0,342.02,640.02,2016,4,1958391.08,2049080.08,4007471.16
0.013999999999999999,0.013999999999999999,13,74,2016_5,256.0,290.02,546.02,2016,5,1970714.57,2058564.95,4029279.52
0.012,0.012,12,73,2016_6,206.0,282.02,488.02,2016,6,1972706.58,2055011.84,4027718.42
0.013,0.013,13,72,2016_7,240.0,272.02,512.02,2016,7,2003889.95,2087486.4,4091376.35
0.012,0.012,12,71,2016_8,194.0,288.02,482.02,2016,8,2038341.02,2126604.77,4164945.79
0.011000000000000001,0.011000000000000001,11,70,2016_9,217.0,245.02,462.02,2016,9,2033296.81,2124015.95,4157312.76
0.011000000000000001,0.011000000000000001,11,69,2016_10,189.0,276.02,465.02,2016,10,2022738.61,2111385.66,4134124.27
0.012,0.012,12,68,2016_11,227.0,279.02,506.02,2016,11,2023224.12,2108437.94,4131662.06
0.013,0.013,13,67,2016_12,221.0,313.02,534.02,2016,12,2018919.76,2101635.16,4120554.92
0.016,0.016,16,66,2016_13,258.0,386.02,644.02,2016,13,2008006.97,2089498.27,4097505.24
0.021,0.021,21,65,2016_14,354.02,510.04,864.06,2016,14,2028184.19,2112302.38,4140486.57
0.027999999999999997,0.027999999999999997,28,64,2016_15,399.02,771.05,1170.07,2016,15,2066912.55,2158345.2,4225257.75
0.037,0.037,37,63,2016_16,507.02,1073.07,1580.09,2016,16,2065578.27,2160774.27,4226352.54
0.049,0.049,48,62,2016_17,613.02,1443.1,2056.12,2016,17,2052125.23,2147129.53,4199254.76
0.067,0.067,66,61,2016_18,776.02,2040.14,2816.16,2016,18,2060734.7,2155577.04,4216311.74
0.075,0.075,74,60,2016_19,804.02,2386.16,3190.18,2016,19,2073979.71,2174119.31,4248099.02
0.082,0.082,81,59,2016_20,901.02,2602.18,3503.2,2016,20,2102623.73,2214313.8,4316937.53
0.095,0.095,94,58,2016_21,1032.03,3148.22,4180.25,2016,21,2145963.38,2266410.85,4412374.23
0.098,0.098,97,57,2016_22,1108.04,3279.23,4387.27,2016,22,2183848.41,2313283.41,4497131.82
0.10300000000000001,0.10300000000000001,102,56,2016_23,1196.04,3526.24,4722.28,2016,23,2233741.86,2364024.61,4597766.47
0.106,0.106,105,55,2016_24,1225.04,3746.26,4971.3,2016,24,2295554.5,2408370.06,4703924.56
0.11199999999999999,0.11199999999999999,110,54,2016_25,1380.04,3925.27,5305.31,2016,25,2324923.11,2419538.85,4744461.96
0.11199999999999999,0.11100000000000002,110,53,2016_26,1477.04,3794.27,5271.31,2016,26,2281723.61,2365856.4,4647580.01
0.11900000000000001,0.11900000000000001,117,52,2016_27,1535.04,3932.27,5467.31,2016,27,2213280.46,2288432.39,4501712.85
0.125,0.125,123,51,2016_28,1564.04,4027.28,5591.32,2016,28,2171579.04,2239417.48,4410996.52
0.123,0.123,121,51,2016_29,1587.04,3834.27,5421.31,2016,29,2159164.25,2222294.72,4381458.97
0.129,0.129,126,50,2016_30,1725.06,3958.27,5683.33,2016,30,2176625.2,2229917.22,4406542.42
0.134,0.134,131,49,2016_31,1906.06,4012.27,5918.33,2016,31,2158335.33,2195126.53,4353461.86
0.14200000000000002,0.14200000000000002,138,48,2016_32,1977.06,4149.28,6126.34,2016,32,2145672.17,2169596.13,4315268.3
0.14400000000000002,0.14300000000000002,140,47,2016_33,2026.06,4219.29,6245.35,2016,33,2165001.58,2180143.55,4345145.13
0.152,0.152,148,46,2016_34,2183.06,4408.3,6591.36,2016,34,2156188.24,2162328.22,4318516.46
0.156,0.156,152,45,2016_35,2317.07,4465.31,6782.38,2016,35,2161943.5,2172166.26,4334109.76
0.164,0.164,159,44,2016_36,2462.08,4568.32,7030.4,2016,36,2114994.75,2123097.6,4238092.35
0.168,0.168,163,43,2016_37,2442.08,4558.31,7000.39,2016,37,2032177.86,2027574.21,4059752.07
0.179,0.179,173,42,2016_38,2606.08,4566.32,7172.4,2016,38,2005584.72,1992155.33,3997740.05
0.183,0.183,176,41,2016_39,2641.08,4651.32,7292.4,2016,39,1968477.72,1949302.07,3917779.79
0.188,0.188,181,40,2016_40,2739.08,4598.32,7337.4,2016,40,1966235.56,1950913.55,3917149.11
0.198,0.198,190,39,2016_41,2863.08,4926.34,7789.42,2016,41,1966871.52,1946671.18,3913542.7
0.209,0.209,201,38,2016_42,3140.09,4956.34,8096.43,2016,42,1956892.24,1922584.86,3879477.1
0.233,0.233,223,38,2016_43,3490.1,5705.4,9195.5,2016,43,2016880.81,1978422.93,3995303.74
0.248,0.248,237,37,2016_44,3877.11,6220.43,10097.54,2016,44,2118993.86,2080354.36,4199348.22
0.266,0.265,253,36,2016_45,4550.13,6938.48,11488.61,2016,45,2187590.87,2154197.62,4341788.49
0.28800000000000003,0.28800000000000003,274,35,2016_46,4861.14,7500.52,12361.66,2016,46,2141299.03,2112068.69,4253367.72
0.305,0.304,289,34,2016_47,4933.14,7802.54,12735.68,2016,47,2064870.55,2029944.67,4094815.22
